,all-1,all-2,all-3,mLB-1,mLB-2,mLB-3,mLC-1,mLC-2,mLC-3,mLLm1-1,mLLm1-2,mLLm1-3,mLLm2-1,mLLm2-2,mLLm2-3,mST-1,mST-2,mST-3
gene-QMZ71_RS00275,88.95418064,96.24021877,18.10169709,8.162713415,12.65802736,19.685725,12.31241195,39.62951546,18.84596762,220.4756141,40.7197529,33.65724854,51.88370714,47.45216383,16.26255651,0,0,0
gene-QMZ71_RS00280,107.766055,132.6697339,18.08502886,3.495084473,8.67179775,36.64696552,12.05003222,58.1867378,23.82396064,374.8642704,46.05538611,52.72409571,63.72694378,43.3448863,20.42553138,0,0,0
gene-QMZ71_RS00285,102.4706745,103.6144108,22.7003483,4.094564982,7.619395111,14.59826556,7.940737252,55.36869104,24.30894574,276.069479,34.68526305,43.64895362,49.07128604,38.08458456,13.05214891,0,0,0
gene-QMZ71_RS00290,49.81943726,69.5510314,11.2681247,3.387471431,11.81924242,14.91811533,10.94907546,27.19897466,16.20054015,220.7434438,39.21709929,36.28151828,26.71953847,27.56926252,9.448392938,0,0,0
gene-QMZ71_RS00295,41.42565059,47.66221215,3.258725958,7.347390124,4.101730121,10.17311506,7.599497673,31.63295375,16.47888657,198.8931716,29.85616399,48.97929118,41.80264323,25.00558184,12.34760574,0,0,0
gene-QMZ71_RS03575,3469.898603,3716.044049,287.932238,58.75930781,129.6238892,241.4795089,93.12373215,764.2806306,288.8303351,3742.220777,483.3021169,764.0167747,1476.317686,870.4895073,291.5322115,0,0,0
gene-QMZ71_RS03580,0,0,4.540069659,0,0,2.57601298,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ71_RS03585,97.17103328,100.7523344,17.98566057,3.244155332,3.018452678,4.081989799,4.194338138,24.62743524,2.140018301,174.2844841,16.48884043,17.61795936,38.08609705,30.17470931,10.34131798,0,0,0
gene-QMZ71_RS03590,33.21426416,31.7687541,2.430494672,0,0,1.103240486,1.133604902,5.632053796,2.313533298,29.06411753,1.733061307,4.761610639,9.971866626,2.03883171,1.746844254,0,0,0
gene-QMZ71_RS03595,1028.639746,1199.978998,95.97177433,22.06286725,38.68721039,81.14700043,25.23354333,264.6086603,91.80118746,1678.977587,195.0423759,299.5407578,464.4856252,258.4885812,96.02652415,0,0,0
gene-QMZ71_RS03600,2163.805629,2826.219711,228.3250056,21.78000997,30.39709387,101.5227275,59.96047593,501.2203368,140.407304,2153.445968,267.2447951,263.4715276,894.2074693,688.3162857,175.1469701,0,0,0
gene-QMZ71_RS03605,1987.721547,2227.596192,166.5921811,10.54350483,29.42991362,109.4483515,68.68451526,406.3526814,161.7051328,1991.515658,242.6378672,206.7663287,870.3268271,570.019118,168.0464173,0,0,0
gene-QMZ71_RS03610,141.9490861,146.9816263,9.321471925,0,9.125554609,11.45940658,7.246032665,23.7274293,10.16686435,160.1539756,16.6166609,36.35451932,63.7404365,26.06453296,7.81611243,0,0,0
gene-QMZ71_RS03615,561.6791648,761.1347456,61.47211689,11.88000544,7.368992455,28.65058568,12.79962343,142.2147669,35.26509031,527.3299052,82.74525037,87.21671068,315.2607975,179.5607702,55.2265221,0,0,0
gene-QMZ71_RS03620,110.5014809,105.0034878,2.959665664,13.34620864,0,6.717198403,3.451037709,17.14568276,14.08619641,97.63005614,21.10386047,35.43415175,37.21228628,31.03411559,10.63584919,0,0,0
gene-QMZ71_RS03625,736.0181207,861.2128165,60.67314611,18.6846921,28.56067566,35.26529162,32.78485823,183.926415,60.74672201,644.5310591,97.98220932,164.2856126,357.4338024,316.547979,93.5954729,0,0,0
gene-QMZ71_RS03630,288.6551283,329.1242925,17.98566057,0,3.018452678,16.32795919,4.194338138,68.19905142,25.68021961,213.2203795,38.47396101,25.44816353,116.6386722,75.43677327,18.09730647,0,0,0
gene-QMZ71_RS03635,24.88759929,26.46020904,2.237450598,0,0,1.269518358,1.30445923,5.891730918,1.331111862,27.67828517,4.558318461,9.740923838,11.84495841,14.07671846,6.432398747,0,0,0
gene-QMZ71_RS09410,63.09107045,61.58027037,3.308682841,0,2.776406945,1.877330214,1.928999851,12.25679572,15.74730448,83.56524718,8.489938013,5.401732824,13.13700871,0,2.378015339,0,0,0
gene-QMZ71_RS03650,67.19273578,93.19567116,4.97475718,0,0,2.82265252,5.800680404,23.49038131,5.919199555,79.48918866,12.57244847,18.95076007,32.92016367,10.43274524,3.575455686,0,0,0
gene-QMZ71_RS03655,16.15375234,6.327441293,0,0,0,0,0,5.353790269,0,15.71946087,0,0,0,21.3190881,0,0,0,0
gene-QMZ71_RS03660,280.576735,403.713652,26.51258665,6.183873799,4.986495627,12.96819829,8.794579968,82.81366296,19.85788458,274.9599539,31.66315834,26.36857609,121.2993792,80.52488408,26.9399926,0,0,0
gene-QMZ71_RS03665,193.3731875,220.3711555,18.3554592,0.788299426,5.867646328,9.918853717,5.605517325,37.98977524,17.6692311,145.067314,21.8138969,29.01566309,74.0365251,36.66086178,21.35917079,0,0,0
gene-QMZ71_RS03670,132.315995,201.1350324,23.16077989,1.989340534,1.850937963,3.754660428,7.715999406,32.22011999,12.46661604,111.4231719,7.302447676,12.00385072,62.76570828,32.38087909,10.30473313,0,0,0
gene-QMZ71_RS03675,122.9950859,177.9978262,16.04209863,0.723396558,1.346136701,4.095993194,3.273454293,33.37165323,9.543820895,139.9298772,17.56672728,11.34822222,60.5098583,15.1391123,8.647328504,0,0,0
gene-QMZ71_RS03680,106.3512311,166.8841942,14.77632337,0,2.188097667,5.918126474,3.547256232,24.71898704,10.34209588,125.2388342,14.16637261,8.988215675,45.43961625,23.69668157,15.61769677,0,0,0
gene-QMZ71_RS03685,393.8603735,499.6777673,42.14665525,5.430131242,10.10469137,26.19130794,9.360754644,82.44377461,48.95406671,444.8225122,33.73253479,48.05661782,168.6699201,63.1337802,44.71621403,0,0,0
gene-QMZ71_RS03690,23.72524682,3.780029863,0,0,0,0,0,3.198368212,3.61301791,12.52112901,3.09314467,0,0,12.7360786,0,0,0,0
gene-QMZ71_RS03695,23.69108425,30.55350105,3.875363328,0,1.083974719,0.732953969,0,6.122843014,1.537029719,32.62584236,0,1.405975885,11.96766171,8.127166181,0.928433244,0,0,0
gene-QMZ71_RS03700,58.95635957,72.32985286,11.2006509,2.525390378,2.349693702,2.383197637,0.81626341,14.00961885,4.164706274,74.33014531,7.843992621,6.857289573,33.35384247,14.68080917,7.043861801,0,0,0
gene-QMZ71_RS03705,728.1873134,848.2831722,60.01632192,18.0423612,18.88550606,39.72845686,29.15850043,187.4490235,90.75050868,797.7609019,112.0810069,138.8081647,350.8197977,194.0379034,52.12134867,0,0,0
gene-QMZ71_RS03710,1783.983577,2026.763812,166.7870257,30.92761416,34.00790018,89.32754343,72.70186107,438.9158972,114.0629754,1291.184499,150.0484479,141.6614436,742.6788924,536.104002,137.7980621,0,0,0
gene-QMZ71_RS03715,415.9184316,387.9049899,26.63699098,2.669241729,9.934148056,15.11369641,15.52966969,73.25882633,36.97626557,463.349946,37.68546512,69.25766023,150.8076865,68.27505429,27.6532079,0,0,0
gene-QMZ71_RS03720,124.2000829,131.0441853,14.17052045,3.195001463,0,14.07049514,0,39.1800106,6.322781343,119.1774102,14.43467513,9.639455881,70.32944057,14.85875837,12.73078919,0,0,0
gene-QMZ71_RS03725,1608.153959,1678.84981,155.050112,29.03931415,51.5439165,108.2116469,45.92000494,454.1987791,158.8464855,1986.724489,198.8131843,210.0012647,726.4196794,475.7950721,121.4064159,0,0,0
gene-QMZ71_RS03730,631.0732579,674.0834124,44.72955586,8.557047397,10.23649169,14.61234029,14.22427717,119.924902,42.7383365,834.8780329,98.03027194,81.87670004,223.3499134,122.2294384,44.81237793,0,0,0
gene-QMZ71_RS03735,5157.365325,8020.063163,550.9666714,112.7424279,116.5541133,317.8697997,164.658918,1561.769532,539.8778842,7909.897824,986.8815883,1896.014164,2460.277024,1757.452748,678.8409727,0,0,0
gene-QMZ71_RS03740,159.9221481,139.8364526,10.16580815,1.833653014,1.706081949,9.228846501,1.18535643,25.69819329,12.09575561,193.8733507,22.78168292,29.32071015,57.85360937,19.18717929,18.26591492,0,0,0
gene-QMZ71_RS03745,0,0,0,0,0,0,0,1.140159039,0,1.115887654,2.205297589,0,0,0,1.555985345,0,0,0
gene-QMZ71_RS03750,11538.42291,14811.07312,1058.879925,152.6990354,252.578569,553.5318925,325.9048944,2566.318873,856.1006693,10148.72425,1301.738042,1715.725423,5074.908408,3246.376883,1130.003988,0,0,0
gene-QMZ71_RS03755,5648.629291,7373.686571,614.9617643,80.88168087,80.62990032,198.0883406,154.9894127,1312.579886,477.4352979,5037.142247,505.7030737,524.4500468,2549.862078,1585.212336,563.9476623,0,0,0
gene-QMZ71_RS03760,4419.623563,4069.06782,367.0602235,66.54938004,51.18245846,76.90705418,94.22003147,723.2863577,309.6513437,3403.403007,261.6338212,278.6905839,1633.799383,827.5217236,268.7135276,0,0,0
gene-QMZ71_RS03765,13621.19495,15695.45971,1173.902015,107.2134079,161.5759963,389.3687483,344.5072222,2948.453731,849.4216293,10854.0649,1269.909515,927.6651353,5106.490298,2631.666253,992.4967078,0,0,0
gene-QMZ71_RS03770,1480.740175,1615.380666,131.8754108,28.02487507,46.42644395,64.09058085,41.09363703,289.0031521,114.503951,1137.972536,120.0626914,162.9375382,567.3107796,325.8330644,108.3994717,0,0,0
gene-QMZ71_RS03775,4707.389465,5941.870522,575.5411384,23.17253808,60.36905357,104.8575708,170.7694814,1131.102918,327.2760559,3867.062805,554.7840486,327.0564418,2029.648918,549.6107767,491.2126043,0,0,0
gene-QMZ71_RS03780,968.4130828,1051.049842,76.72818391,6.545856656,23.49172705,45.30013069,27.80725285,209.1442617,59.21824477,832.0923152,85.44148256,80.12503816,362.279642,221.7941493,73.03125894,0,0,0
gene-QMZ71_RS03785,1028.712216,1419.207543,96.93112309,16.5388311,14.28903369,36.41775213,32.07435047,240.75284,76.36928053,926.6805944,120.0434284,104.0730092,456.417266,257.3057474,91.31934159,0,0,0
gene-QMZ71_RS03790,469.6218879,501.934995,42.39819719,11.24640515,8.371175428,21.22634695,15.99440943,109.6741782,28.19117441,346.7746044,41.4571953,39.36050487,203.3727123,121.1647347,41.2273877,0,0,0
gene-QMZ71_RS03795,2717.314535,3260.659969,258.7740794,30.32119036,52.14886654,110.4093755,84.34366235,608.979063,183.0438311,2770.550549,296.0199492,264.4613072,1167.683226,647.3757079,211.6140069,0,0,0
gene-QMZ71_RS03800,4246.129186,5411.365591,340.3816852,43.99104055,74.74263775,161.844879,102.0051622,953.8261511,251.07607,3771.791365,440.9786868,369.3157519,1667.94003,974.0067732,335.3307192,0,0,0
gene-QMZ71_RS03805,2528.413726,2483.519708,182.5386779,18.49737689,49.91037982,103.5715394,66.96224046,528.1904363,178.1471375,1909.040043,184.8967926,195.3258165,1065.411688,404.3146357,172.4686914,0,0,0
gene-QMZ71_RS03810,1081.655597,1761.527419,100.909022,19.97716704,39.23988482,71.61238803,42.17616715,272.9458647,118.6020669,1120.382732,158.2478372,201.3458698,524.7775569,300.4694324,106.1345793,0,0,0
gene-QMZ71_RS03815,1231.70333,1271.685031,127.6730938,19.61582294,13.17730086,54.66709908,30.45552817,318.8594222,113.2218985,1054.508228,126.2783145,77.35649894,425.1404869,328.25347,69.71581482,0,0,0
gene-QMZ71_RS03820,2008.160679,2328.44934,167.2949354,28.43192313,26.6184567,56.64334159,62.28670681,439.1210059,119.8249947,1637.370091,160.7099963,100.5821984,723.9624108,393.0058113,170.137242,0,0,0
gene-QMZ71_RS09415,181.2372213,156.5418236,34.21662256,0,0,0,0,48.05353217,0,111.6976325,5.809076575,0,45.28529832,95.67590756,8.197386208,0,0,0
gene-QMZ71_RS03830,952.0617783,1165.482314,70.97912477,26.35876207,14.01424458,49.74925067,17.03949869,206.6945457,95.63206781,793.0374441,94.63089474,113.6078729,352.2751443,214.523324,82.52279419,0,0,0
gene-QMZ71_RS03835,1225.670301,1364.863105,113.6384318,14.51149052,14.76769859,43.36565507,28.1426559,306.1216681,102.007539,1036.695627,93.22006323,108.6335583,432.9714793,241.4787893,87.456415,0,0,0
gene-QMZ71_RS03840,2.586099562,3.038933521,0,0,1.365657244,0,0,0,0.968221737,1.677715081,0,0,0,0,0,0,0,0
gene-QMZ71_RS03845,231.2173672,236.4449084,33.32260154,15.02637268,21.43746677,47.89793256,22.66536643,142.7338289,56.82993967,1064.318844,126.7234187,119.6849496,161.7075973,95.50546355,24.74792843,0,0,0
gene-QMZ71_RS03850,146.7797743,114.9875751,28.865875,5.206669051,24.22215112,22.92969578,6.731653803,54.72763386,41.21516727,232.1046321,17.64238071,150.803932,114.6109402,24.2142729,20.74647127,0,0,0
gene-QMZ71_RS03855,289.4685934,372.7740625,21.05074099,1.356077791,5.046930524,11.94408591,9.642931733,62.13557341,21.46899388,303.1853696,38.85039434,61.46345193,114.5769254,63.0661127,14.04889662,0,0,0
gene-QMZ71_RS03860,365.4914309,454.4741384,40.16429723,1.293681574,7.222064691,13.83619242,6.690355313,75.94768632,44.37583961,447.9079392,60.83617811,91.24337552,158.3783621,105.287521,24.74303076,0,0,0
gene-QMZ71_RS03865,549.534685,768.7851757,49.78540265,6.414299515,16.41211913,37.32770139,17.6225994,148.8882967,63.46822336,807.4104832,100.5213213,131.5950661,240.0292998,115.5932305,65.17389567,0,0,0
gene-QMZ71_RS03870,100.3258268,129.5529523,2.77523546,1.251454579,0,5.511291865,3.235987881,20.46196399,13.20842156,120.8734805,13.42810282,17.36818282,53.25837755,14.55011947,11.96769737,0,0,0
gene-QMZ71_RS03875,225.9090088,314.4642934,18.79908241,2.119297453,9.859267543,10.66650601,2.740019889,48.26482282,12.58201714,290.6915377,29.92112306,37.08526343,83.97123156,108.4166691,21.95581331,0,0,0
gene-QMZ71_RS03880,648.124441,750.099886,41.56685999,9.372004292,21.79993601,30.66249001,23.47664264,149.8168977,55.64047582,787.3703289,97.91521294,100.3788672,279.3641667,111.6883338,54.14829,0,0,0
gene-QMZ71_RS03885,405.5799881,451.1936786,21.86745782,1.517051054,5.646026593,12.78639254,7.845524576,80.61321408,36.02620736,348.641131,25.70202945,54.00869238,166.5306031,95.24571013,38.86466313,0,0,0
gene-QMZ71_RS03890,1169.765499,1619.822214,118.0619718,20.87822738,27.19595978,49.91343962,39.14023461,304.8364427,117.0653575,1395.129856,153.2790997,157.4775193,563.2242029,349.5486128,112.9072265,0,0,0
gene-QMZ71_RS03895,2786.59712,2604.989432,229.8897805,39.44332741,119.5075629,178.1587874,75.18627718,579.9371211,259.5221234,3081.784345,332.4129142,493.7224447,1037.979834,571.4742608,219.8836996,0,0,0
gene-QMZ71_RS03900,391.9992925,390.0502662,35.86097967,3.881044722,10.83309704,21.97512913,11.7081218,86.87894361,28.16159052,319.402536,34.33770111,40.57108598,145.2352998,93.25466143,37.29599503,0,0,0
gene-QMZ71_RS03905,76.49276842,125.7546079,6.87687022,0,5.770571297,5.202536018,6.682156348,30.17585153,6.818685762,76.7993268,7.005062929,6.237294982,42.47346607,14.42173607,9.885083368,0,0,0
gene-QMZ71_RS03910,148.6145215,171.6263904,11.2875525,2.181414792,4.05929843,6.86196561,6.580771907,33.96887619,8.154207663,146.6968998,19.30015614,15.3566504,57.03901942,33.81648457,15.06623051,0,0,0
gene-QMZ71_RS03915,91.1315462,105.8408362,4.812629588,0.723396558,3.365341751,7.736876034,4.676363276,16.05218763,8.112247761,97.98374066,10.62174207,11.34909523,45.69662036,26.91397743,7.49435137,0,0,0
gene-QMZ71_RS03920,16.88801381,6.615052261,0,0,0,0,0,0,0,5.47799394,0,0,14.06588811,0,0,0,0,0
gene-QMZ71_RS03925,1004.653569,1125.342557,79.59611488,22.84086152,29.26748933,52.34737401,22.53722537,244.1059948,98.47395623,866.9291386,107.7989216,149.6371704,393.8412759,193.4800026,72.80927943,0,0,0
gene-QMZ71_RS03930,1289.121121,1565.871092,118.0308975,9.12418687,23.05248907,62.50546879,38.83826043,281.7041148,84.93197631,972.3950171,109.3536462,116.7098048,562.3694899,337.1080805,96.14194064,0,0,0
gene-QMZ71_RS03935,202.5244392,218.6205314,11.69067937,5.271752414,0,0,10.22369921,39.11144558,38.25282712,157.2460899,11.90860698,35.67514424,73.4942654,24.51695131,21.00580216,0,0,0
gene-QMZ71_RS03940,483.0850285,635.1089469,37.58705425,11.9642608,23.19142129,33.87183024,18.04656126,125.1749072,34.85750849,423.3856303,42.79215747,77.60787459,208.4943699,108.9642281,46.87819678,0,0,0
gene-QMZ71_RS03945,10.46581137,8.198938013,0,0,0,3.737032914,0,3.46865285,0,3.394813146,0,0,0,0,0,0,0,0
gene-QMZ71_RS03950,58.66362691,24.51050943,9.84478263,0,0,0,2.869810305,10.36944641,2.928446096,48.20634667,7.52122546,18.75127839,16.28681782,30.96878061,0,0,0,0
gene-QMZ71_RS03955,99.07634766,92.16972816,12.98964375,4.686002146,2.179993601,0,3.029244211,27.36381693,6.182275091,87.03923704,9.262249873,12.72408176,37.82161026,32.68926842,13.0702769,0,0,0
gene-QMZ71_RS03960,100.0766967,180.7875351,21.71643227,23.50254946,7.289142691,2.464359166,0,52.60969137,7.751769077,124.1910409,15.48487595,28.36327823,61.80847361,45.54232442,31.21605274,0,0,0
gene-QMZ71_RS03965,1404.735462,1175.867944,100.2836832,14.7461606,48.47817938,87.2061457,30.50427737,257.7556741,108.9463862,996.4470976,120.4740193,152.4517022,475.7119427,276.601502,85.39421669,0,0,0
gene-QMZ71_RS03970,339.1766902,354.9082232,27.15254564,10.88361789,16.45543557,29.95653804,11.43295396,94.53757397,42.17907038,402.7562512,52.24421126,102.6135626,164.7070124,75.92346213,26.02009041,0,0,0
gene-QMZ71_RS03975,30.02313566,32.3402555,0,0,0,2.680094312,0,2.487619721,0,58.43193536,16.84045431,15.42312941,25.00602331,0,6.789754232,0,0,0
gene-QMZ71_RS03980,1059.014948,1205.813686,92.25298009,14.34490453,29.36317912,48.73395984,35.23814695,225.0143419,75.70132764,1011.608545,157.1612077,214.697673,414.7044836,246.8373329,82.30844927,0,0,0
gene-QMZ71_RS03985,494.4393956,641.2299417,45.70791935,3.170978896,14.7518364,9.974787102,10.24932252,130.8957441,60.66066912,710.4854346,107.446078,72.67268413,197.7685021,169.5909414,63.17534483,0,0,0
gene-QMZ71_RS03990,1586.202475,1546.018196,144.2948671,20.76750951,49.04985603,71.35751106,40.27517872,372.4377179,126.9435348,1557.738791,195.0088523,278.580275,665.7877151,412.3305448,126.778291,0,0,0
gene-QMZ71_RS03995,1246.328119,1639.081661,124.5064896,23.12768801,25.31605472,39.37144999,37.81669386,327.9071503,102.7885997,1605.443954,206.552099,165.0026087,620.8935292,341.6555796,121.8781035,0,0,0
gene-QMZ71_RS04000,667.0765453,552.3568638,74.39523237,47.92502195,75.80432295,78.39275863,58.86372274,167.9143311,79.03476678,512.1924334,89.31455234,147.483675,277.8012903,189.4491692,152.7694702,0,0,0
gene-QMZ71_RS04005,280.2243066,273.5272809,22.26796071,14.34490453,8.008139759,18.04961476,7.418557252,77.06544359,11.35519915,178.4175918,15.35481202,38.08568691,122.7230558,106.7404683,15.30022618,0,0,0
gene-QMZ71_RS04010,315.6898511,328.6654198,36.83139493,7.117977943,11.03794228,25.00290517,9.202767224,69.62186332,32.47650839,203.8047042,21.61403792,47.60345639,127.3931066,81.37834754,30.39867511,0,0,0
gene-QMZ71_RS04015,506.6404142,325.2621197,63.76734204,0,8.918155641,24.12084881,18.58854402,78.3600212,25.29112537,631.1854177,64.95603807,69.46191908,126.592993,156.0169629,53.46931458,0,0,0
gene-QMZ71_RS04020,475.2208536,690.7546576,37.2858877,22.41808336,11.73285593,25.5632916,19.02083574,119.4553337,40.66745741,515.0615918,78.3356871,97.2187483,208.6933856,110.7742651,45.78008709,0,0,0
gene-QMZ71_RS04025,495.8370524,464.940991,37.82278621,3.101030832,23.08228519,42.92092215,10.02323452,110.4612904,45.00332603,508.2668062,76.18005935,141.2747313,229.817478,137.0064926,45.71851058,0,0,0
gene-QMZ71_RS04030,17.99463579,42.29110334,2.664542307,0,1.117945436,1.511848074,0.776729285,7.717999646,5.548195594,24.03450333,2.035659313,5.075132327,11.46109402,5.587909131,2.872588329,0,0,0
gene-QMZ71_RS04035,24.08105672,61.9854897,0,0,0,0,0,4.560636155,0,40.17195556,2.205297589,0,11.46109402,27.24105701,0,0,0,0
gene-QMZ71_RS04040,24.44317788,56.4890647,0,1.387303267,0,0.872793871,1.793631441,12.15169502,3.660557619,39.6433772,9.401531826,1.674221285,9.161335022,12.90365859,2.211137069,0,0,0
gene-QMZ71_RS04045,110.6985954,160.9800407,12.51455419,5.267049691,1.750217878,10.17766413,4.864085263,33.61282418,11.16780291,229.2059124,25.70814352,24.29039694,52.72512208,37.61744537,8.994455874,0,0,0
gene-QMZ71_RS04050,335.1111759,318.171043,29.79977095,0,19.23523766,23.41141208,5.345725078,84.50590522,40.91211457,661.6557386,82.89324466,178.3866365,162.3093168,100.9521525,36.24530568,0,0,0
gene-QMZ71_RS04055,14.57005113,17.12131173,4.584580146,4.134707776,0,2.601268009,0,2.414454435,2.727474305,4.726112419,2.335020976,2.494917993,3.033819005,0,9.885083368,0,0,0
gene-QMZ71_RS04060,9.713367418,15.21894376,3.056386764,0,2.564698354,0,0,1.60963629,3.636632406,22.05519129,1.556680651,1.663278662,0,0,2.196685193,0,0,0
gene-QMZ71_RS04065,15.06228258,7.866548634,0,0,0,0,0,3.328031789,0,9.771556757,9.65562728,0,4.18175052,0,0,0,0,0
gene-QMZ71_RS04070,76.45331882,86.16284677,13.50547798,0,1.41660234,5.747205854,2.952692913,13.33615626,7.030385031,55.68964236,7.738444968,10.10576891,23.46007332,24.78247786,4.85332613,0,0,0
gene-QMZ71_RS04075,331.4365705,357.7373637,27.8104267,4.644715783,6.914517149,8.181961931,10.80919741,64.55208795,20.8345394,352.5221827,46.69013309,44.8425789,115.8731752,73.44284975,28.87141089,0,0,0
gene-QMZ71_RS04080,12.18151816,14.31453932,2.555339754,6.913773658,0,4.349661261,0,4.037284465,4.560694739,64.53855155,22.12528073,44.49952092,10.14588651,16.07668939,3.673145732,0,0,0
gene-QMZ71_RS04085,42.90982663,40.99469007,5.269038591,1.188000544,2.210697736,7.474065829,3.071909623,20.11818653,6.269349388,124.9291238,20.12722306,29.39083675,20.04884334,11.04989355,6.627182652,0,0,0
gene-QMZ71_RS04090,4.872607262,10.49732883,0,0,0,0.869932252,0,1.614913786,0.912138948,11.06375169,0.780892261,2.503098052,3.043765953,0,2.203887439,0,0,0
gene-QMZ71_RS04095,471.2357731,701.1123314,52.93892546,6.189059438,15.6301428,35.59974332,19.43288739,128.5583097,47.82514693,506.8235399,63.91202068,93.36328338,241.3317156,113.0760857,58.4815624,0,0,0
gene-QMZ71_RS04100,744.4236486,1076.78974,74.82034799,13.80240632,17.12285883,56.92520319,21.81055832,197.915025,75.87337611,629.3119438,93.53669482,130.4796748,371.3394462,164.0406924,58.66347657,0,0,0
gene-QMZ71_RS04105,1101.01612,1037.931709,57.02770426,12.85793272,25.59206147,38.82868345,26.59824185,221.1153249,71.24186167,783.8440151,84.89820188,68.27556068,352.8479494,281.0479785,49.18431725,0,0,0
gene-QMZ71_RS04110,1142.387326,1367.261071,88.49953544,15.76598853,32.36740406,62.61276409,35.67147389,279.5064293,103.3528338,1087.615712,133.8555248,114.4703584,506.03748,290.9955903,118.5748084,0,0,0
gene-QMZ71_RS04115,995.8583837,1408.593235,100.6286326,12.01158778,12.41768507,31.06704261,26.74554224,226.0112727,80.11524208,673.8118382,78.38576746,74.47453375,427.9432507,207.9285744,98.9133975,0,0,0
gene-QMZ71_RS04120,289.3380064,359.7684568,16.55317433,0,0,9.392188917,7.238017142,65.38257142,39.3914873,181.7016655,27.40033464,19.36087273,125.9706086,86.78566836,29.74272872,0,0,0
gene-QMZ71_RS04125,1271.68117,1323.844415,92.51160913,11.42927353,30.83893387,64.71447242,36.94200257,278.9774506,78.40934261,766.738927,85.84524272,75.45001177,549.2938963,268.424074,118.4066897,0,0,0
gene-QMZ71_RS04130,1321.527889,1449.982588,122.6168942,22.76746544,21.18348538,65.47973353,35.74352424,269.0658091,100.1242495,786.9159418,101.63644,100.745943,525.958414,241.7384005,115.7749096,0,0,0
gene-QMZ71_RS04135,665.3411596,793.2494177,68.30509297,13.0312981,20.94263516,26.08574942,19.14550414,147.3495423,52.35831292,405.5568801,51.51476053,49.32368773,306.6966546,127.0226002,67.9738317,0,0,0
gene-QMZ71_RS04140,1679.532459,1842.946436,155.7034987,14.7461606,19.20833523,48.24169762,46.70967472,404.716593,99.2190303,880.6920291,113.6547457,94.31836832,699.9748561,346.3233682,137.1517298,0,0,0
gene-QMZ71_RS04145,723.4863972,894.8697518,88.50154658,1.866107049,17.36278089,22.30644868,26.53939619,158.0078809,46.77739117,399.5687562,44.81219345,43.91497246,269.8358898,130.1785025,58.42959057,0,0,0
gene-QMZ71_RS04150,1113.541223,1522.200314,121.7276924,8.695674085,11.12470961,32.14040937,37.94362594,271.0287331,83.89092359,789.782717,91.46301236,85.26446543,551.9040495,275.4997622,103.0800188,0,0,0
gene-QMZ71_RS04155,83.07327505,105.0060148,7.056102777,4.049631484,4.844430225,6.187378227,3.365826901,24.99904263,12.97514525,126.3019508,17.31566996,34.55923442,46.26886104,18.83332337,7.837555812,0,0,0
gene-QMZ71_RS04160,71.91025234,56.33463861,7.542373789,6.802261179,12.65802736,12.8385163,4.397289984,19.86083487,8.974270293,167.1671699,11.52445837,20.52271252,64.88458066,15.81738794,21.68340868,0,0,0
gene-QMZ71_RS04165,25598.42427,28015.60546,2696.11254,473.1256,1233.124656,2290.981585,859.8875292,6965.88421,2579.92735,38354.05045,4975.82171,6997.952462,11855.71253,7423.845579,2314.018481,0,0,0
gene-QMZ71_RS04170,171.1022451,212.552074,9.229483716,2.774606534,7.744714109,10.47352646,5.380894322,64.80904009,18.3027881,229.9315877,23.50382956,48.55241726,111.9718725,83.87378081,26.53364483,0,0,0
gene-QMZ71_RS04175,1389.260132,1473.106201,86.73729858,2.267420393,6.329013681,19.97102536,30.04814822,231.0477123,66.55917134,822.2292194,90.27492387,77.98630758,542.368546,266.2593637,86.73363471,0,0,0
gene-QMZ71_RS04180,1853.319245,2407.61027,161.3772212,9.923298662,9.232914075,17.68862246,39.55836558,346.7156568,99.28006469,1174.911547,122.3550992,88.81908055,707.486592,288.4347213,119.9390115,0,0,0
gene-QMZ71_RS04185,550.6698788,761.9491246,25.0514558,0,0,9.476047747,4.868428196,83.55736955,14.90369888,300.0888122,25.51844353,13.63294475,187.880077,70.04843232,24.00663104,0,0,0
gene-QMZ71_RS04190,2790.971815,3046.873266,282.8164351,34.0927701,58.74234255,111.2158897,93.87029217,636.331635,190.7435473,2281.342985,288.0884563,289.5300042,1196.105851,719.3596493,269.6792804,0,0,0
gene-QMZ71_RS04195,812.8639573,1128.87146,83.96620544,18.64045052,39.02308988,82.09084457,29.37195354,236.7499299,100.6754466,1722.51131,233.566601,401.4061153,420.5778258,192.3429329,86.34429174,0,0,0
gene-QMZ71_RS04200,1726.730199,2585.387118,237.6465971,27.65509463,35.38022402,113.0911928,58.10189716,645.9655144,173.3064001,2036.818906,308.4524431,193.990099,953.5788988,651.1059201,201.1047288,0,0,0
gene-QMZ71_RS04205,998.1572339,1011.782201,73.78339221,16.18619078,38.48688063,64.4936981,27.90263325,252.5756151,79.48639402,790.4448112,93.44066883,109.6061627,444.0851604,227.9187798,85.99390222,0,0,0
gene-QMZ71_RS04210,373.9333121,523.912139,39.2203437,2.720904472,22.78444925,23.96523043,22.86590792,96.92087415,26.92281088,463.4029454,64.53696685,91.9417521,171.6945827,94.90432766,45.53515822,0,0,0
